Topology,Samples,X local Sp,X all Sp,Y local Sp,Y all Sp,iSWAP local Sp,iSWAP all Sp
3x4,100,0.8803324676528915,0.8514971497149715,0.8859780164023924,0.8582178217821781,0.926965463896454,0.7688328832883288
3x5,60,0.8824178654949387,0.82745207001945,0.8993295558936905,0.8331758821894972,0.9227771742309531,0.6921922756321203
4x4,60,0.8648686099735201,0.8247290914142819,0.8714854176285813,0.8250069463739929,0.9138371116139133,0.7673798277299252
3x6,60,0.866205593825312,0.8813559322033899,0.8806661255120837,0.870575159766602,0.9154560169017635,0.7474854126146153
4x5,60,0.8570529003974934,0.7978883023061963,0.88258672348084,0.7957766046123924,0.9020287228210996,0.6738538482911922
4x6,24,0.8629982390990103,0.868695652173913,0.8793967727181478,0.8452173913043477,0.8867210441519835,0.7495652173913043
5x5,12,0.8511685956603124,0.7342657342657343,0.8803913338395996,0.7902097902097903,0.8964511693075363,0.7552447552447553
